	C165-O_OH-2013-OC-ST222	C170-S_MI-2016-CS-ST222	C171-O_MI-2010-OC-ST222	C173-S_NY-2009-CS-ST222	C174-O_MD-2009-OC-ST222	C175-S_IN-2009-CS-ST222	C181-S_IL-2006-CS-ST222	C182-S_IL-2006-CS-ST222	C183-S_NY-2009-CS-ST222	C186-S_OH-2009-CS-ST222	C191-S_IL-2011-CS-ST222	C192-S_RI-2012-CS-ST222	C193-S_IL-2012-CS-ST222	C194-S_WI-2012-CS-ST222	C195-S_MI-2016-CS-ST222	C196-S_MI-2016-CS-ST222	C197-S_CO-2011-CS-ST222	C201-S_PA-2013-CS-ST222	C207-S_WI-2013-CS-ST222	C208-S_MA-2013-CS-ST222	C209-S_MA-2013-CS-ST222	C210-S_IL-2013-CS-ST222	C211-S_IL-2014-CS-ST222	C212-S_IN-2016-CS-ST222	C213-S_PA-2016-CS-ST222	C221-S_CT-2001-CS-ST222	C222-S_OH-2001-CS-ST222	C223-S_VT-2002-CS-ST222	C224-S_OH-2002-CS-ST222	C225-S_IL-2003-CS-ST222	C226-S_IL-2004-CS-ST222	C228-S_PA-1998-CS-ST222	C229-S_OH-2000-CS-ST222	C230-S_MO-2018-CS-ST222	C231-S_IN-2018-CS-ST222	C233-S_OH-2018-CS-ST222	C235-S_RI-2019-CS-ST222	C237-O_NJ-2019-OC-ST222	C238-O_OH-2019-OC-ST222	C240-S_IL-2019-CS-ST222	C242-S_OH-2019-CS-ST222	C290-S_CO-2018-CS-ST222	C291-O_OH-2013-OC-ST222	C292-S_IN-2018-CS-ST222	C293-S_MN-2013-CS-ST222	C294-S_MN-2019-CS-ST222	C295-S_MN-2019-CS-ST222	C296-S_MI-2010-CS-ST222	C297-S_MI-2013-CP-ST222	C298-S_MI-2013-CP-ST222	C299-S_MI-2013-CP-ST222	C300-S_MI-2013-CS-ST222	C301-S_MI-2013-CS-ST222	C302-S_MI-2013-CS-ST222	C303-S_MI-2013-CS-ST222	C304-S_MI-2014-CS-ST222	C305-S_MI-2015-CS-ST222	C306-S_MI-2015-CS-ST222	C307-S_MI-2016-CS-ST222	C308-S_MI-2016-CS-ST222	C309-S_MI-2016-CS-ST222	C310-S_MI-2017-CS-ST222	C311-S_MI-2018-CS-ST222	C312-S_MI-2018-CS-ST222	C313-S_MI-2018-CS-ST222	C314-S_MI-2018-CS-ST222	C315-S_MI-2018-CS-ST222	C316-S_MI-2019-CS-ST222	C317-S_MI-2019-CS-ST222	C318-S_MI-2019-CS-ST222	C319-S_MI-2019-CS-ST222	C320-S_MI-2019-CS-ST222	C321-S_MI-2020-CS-ST222	C322-S_CO-2011-CS-ST222	C323-S_CO-2017-CS-ST222	C324-S_CO-2018-CS-ST222	C325-S_NY-2016-CS-ST222	C326-S_NY-2016-CS-ST222	C327-S_NY-2016-CS-ST222	C328-S_NY-2017-CS-ST222	C329-S_NY-2017-CS-ST222	C330-S_NY-2017-CS-ST222	C331-S_NY-2017-CS-ST222	C332-S_NY-2017-CS-ST222	C333-S_NY-2017-CS-ST222	C334-S_NY-2017-CS-ST222	C335-S_NY-2017-CS-ST222	C336-S_NY-2017-CS-ST222	C337-S_NY-2017-CS-ST222	C338-S_NY-2016-CS-ST222	C339-S_NY-2018-CS-ST222	C340-S_NY-2017-CS-ST222	C341-S_NY-2015-CS-ST222	C342-S_NY-2015-CS-ST222	C343-S_NY-2012-CS-ST222	C344-S_NY-2016-CS-ST222	C345-S_MN-2018-CS-ST222	E155-O_OH-2013-OE-ST222	E156-O_OH-2013-OE-ST222	E157-O_OH-2013-OE-ST222	E159-O_OH-2013-OE-ST222	E160-O_OH-2013-OE-ST222	E161-O_MI-2010-OE-ST222	E162-O_MI-2010-OE-ST222	E163-O_MI-2010-OE-ST222	E164-O_MI-2010-OE-ST222	E165-O_VT-2002-OE-ST222	E166-O_VT-2002-OE-ST222	E167-O_MD-2009-OE-ST222	E168-O_MD-2009-OE-ST222	E169-O_MD-2009-OE-ST222	E170-O_MD-2009-OE-ST222	E171-O_MD-2009-OE-ST222	E172-O_PA-2009-OE-ST222	E174-O_OH-2013-OE-ST222	U1-U_MA-UNK-UNK-STUNK	U4-U_MA-UNK-UNK-STUNK	U5-U_MA-UNK-UNK-STUNK	U6-U_MA-UNK-UNK-STUNK	U9-U_MI-2016-UNK-ST222
C297-S_MI-2013-CP-ST222	99.9296	99.9178	99.9205	99.9302	99.9684	99.8744	99.9486	99.9117	99.9604	99.8974	99.9653	99.8492	99.9427	99.912	99.9352	99.6925	99.8612	99.9176	99.9177	99.883	99.8467	99.8282	99.943	99.8934	99.7649	99.7913	99.862	99.8609	99.936	99.9071	99.8709	99.8487	99.9331	99.8761	99.8788	99.9094	99.8806	99.9272	99.9319	99.8412	99.9338	99.9107	99.9676	99.8806	99.8753	99.8287	99.9197	99.9141	100	99.9901	99.9179	99.8889	99.889	99.9212	99.8992	99.936	99.9662	99.8486	99.9131	99.9494	99.9436	99.7348	99.7638	99.9234	99.8239	99.9184	99.8577	99.9189	99.9164	99.9431	99.9372	99.9413	99.8471	99.8851	99.8178	99.9424	99.7823	99.8301	99.9374	99.8472	99.923	99.9266	99.9708	99.923	99.9289	99.9055	99.9076	99.8462	99.9035	99.9147	99.9532	99.9247	99.8552	99.9254	99.7846	99.8653	99.9261	99.923	99.9236	99.921	99.9228	99.9216	99.919	99.917	99.9177	99.9164	99.8657	99.8671	99.937	99.941	99.9381	99.9416	99.938	99.9357	99.9617	99.7968	99.8505	99.7975	99.8537	99.8357
C298-S_MI-2013-CP-ST222	99.9263	99.915	99.9167	99.9263	99.9655	99.8713	99.9446	99.9016	99.9554	99.8965	99.9658	99.8468	99.9385	99.9115	99.9333	99.6896	99.8589	99.9125	99.9151	99.8804	99.8438	99.8238	99.9409	99.8904	99.7811	99.7878	99.8596	99.86	99.9323	99.9026	99.8674	99.8443	99.9303	99.8703	99.8767	99.9065	99.8786	99.9256	99.9277	99.8347	99.9315	99.908	99.9656	99.8787	99.8699	99.8238	99.9197	99.9095	99.9901	100	99.9187	99.894	99.8857	99.9212	99.9008	99.936	99.9631	99.8513	99.9151	99.9475	99.9409	99.7329	99.7627	99.9249	99.8238	99.921	99.8572	99.9181	99.9185	99.9434	99.9356	99.9432	99.8456	99.8872	99.8178	99.9407	99.784	99.8285	99.9359	99.8454	99.9223	99.9269	99.9694	99.9247	99.9264	99.9049	99.9127	99.8477	99.89	99.9154	99.9518	99.9219	99.8546	99.9274	99.7853	99.8644	99.9179	99.9239	99.9239	99.9218	99.9227	99.9215	99.9147	99.9165	99.9173	99.9152	99.8661	99.8645	99.9399	99.9409	99.9398	99.9391	99.9399	99.9364	99.9604	99.794	99.8505	99.7972	99.8536	99.836
C299-S_MI-2013-CP-ST222	99.9125	99.9949	99.9966	99.9463	99.9708	99.8997	99.9131	99.8769	99.9732	99.8975	99.9819	99.9483	99.9412	99.8929	99.9321	99.7893	99.9179	99.8946	99.9288	99.9518	99.9209	99.8718	99.9847	99.8333	99.8748	99.9121	99.8894	99.9467	99.9962	99.8654	99.9474	99.9475	99.9418	99.9228	99.8945	99.8946	99.9371	99.9774	99.9052	99.8739	99.9148	99.8447	99.9064	99.9169	99.9235	99.9014	99.9017	99.9376	99.9179	99.9187	100	99.9685	99.9626	99.993	99.9522	99.9588	99.9493	99.9962	99.9975	99.9182	99.9432	99.7767	99.8987	99.9925	99.8643	99.9859	99.9969	99.9698	99.9695	99.8898	99.9961	99.8884	99.9182	99.9423	99.9281	99.8804	99.8944	99.897	99.9451	99.8606	99.992	99.9664	99.9946	99.9586	99.8967	99.9029	99.9404	99.9112	99.9698	99.9929	99.9907	99.9565	99.9502	99.947	99.8864	99.9219	99.9106	99.8857	99.8856	99.8824	99.8846	99.8827	99.9949	99.9945	99.9971	99.9958	99.9463	99.9459	99.9692	99.9696	99.969	99.967	99.9684	99.9657	99.9046	99.8232	99.945	99.9204	99.9315	99.8627
C300-S_MI-2013-CS-ST222	99.9087	99.9686	99.9707	99.9189	99.9651	99.9001	99.9183	99.8315	99.9656	99.8731	99.9786	99.8677	99.9121	99.8678	99.9249	99.7099	99.8639	99.8691	99.9092	99.9024	99.8647	99.841	99.9817	99.8307	99.8041	99.8564	99.8418	99.8668	99.9675	99.8393	99.895	99.8664	99.8972	99.8989	99.8962	99.8676	99.8886	99.9485	99.9	99.8469	99.9106	99.8482	99.9038	99.9161	99.898	99.8587	99.8737	99.9298	99.8889	99.894	99.9685	100	99.9387	99.9637	99.9222	99.9062	99.9344	99.8991	99.9692	99.9109	99.9141	99.7359	99.8303	99.9656	99.7866	99.9853	99.9402	99.9421	99.9404	99.8382	99.9916	99.8383	99.8282	99.8838	99.8501	99.8841	99.8636	99.8464	99.9388	99.8098	99.965	99.9629	99.9903	99.9386	99.8721	99.8586	99.9444	99.8648	99.9438	99.9681	99.9718	99.9352	99.8935	99.919	99.8551	99.8908	99.8568	99.8801	99.8823	99.8793	99.8809	99.8788	99.9667	99.9692	99.9687	99.9655	99.8912	99.8908	99.9655	99.9657	99.9643	99.9633	99.9629	99.9598	99.9011	99.8001	99.8871	99.8421	99.8787	99.8181
C301-S_MI-2013-CS-ST222	99.8768	99.9587	99.9617	99.9116	99.9346	99.8669	99.8878	99.846	99.9361	99.862	99.9455	99.9142	99.9135	99.8594	99.8967	99.7611	99.8824	99.8601	99.8939	99.9178	99.8866	99.8453	99.9509	99.8004	99.8496	99.8766	99.8602	99.9088	99.9606	99.8332	99.9156	99.9128	99.909	99.8912	99.8602	99.8646	99.8968	99.9442	99.8697	99.8393	99.8819	99.8166	99.8748	99.8834	99.8896	99.8772	99.8687	99.8999	99.889	99.8857	99.9626	99.9387	100	99.9565	99.8887	99.9214	99.9139	99.9599	99.9584	99.8834	99.9098	99.749	99.8687	99.9571	99.8354	99.9519	99.9621	99.9346	99.9327	99.8296	99.9589	99.8526	99.8835	99.8968	99.8929	99.8498	99.8617	99.869	99.9108	99.8051	99.957	99.9294	99.9585	99.9266	99.8601	99.8439	99.9132	99.8815	99.9359	99.9596	99.9542	99.9279	99.9145	99.9122	99.8542	99.8873	99.8744	99.8503	99.8524	99.85	99.8516	99.8474	99.9571	99.9599	99.9594	99.9586	99.908	99.9085	99.9319	99.9371	99.9322	99.9319	99.9348	99.9315	99.8667	99.797	99.8821	99.8864	99.8988	99.8139
C302-S_MI-2013-CS-ST222	99.9008	99.9897	99.9919	99.941	99.9653	99.9002	99.9177	99.8763	99.977	99.8927	99.9681	99.9432	99.9432	99.8874	99.9322	99.79	99.9173	99.8898	99.9335	99.9459	99.9197	99.894	99.9552	99.8536	99.8598	99.9117	99.8909	99.9422	99.9908	99.9247	99.9429	99.9431	99.9373	99.9204	99.9217	99.8912	99.9276	99.9741	99.9013	99.8692	99.9356	99.8562	99.9	99.9207	99.9198	99.9041	99.9006	99.9574	99.9212	99.9212	99.993	99.9637	99.9565	100	99.9273	99.9548	99.9496	99.9902	99.9927	99.9174	99.9408	99.7787	99.9072	99.9879	99.8647	99.9866	99.9917	99.9644	99.9647	99.8647	99.9941	99.8836	99.9164	99.9373	99.9233	99.8867	99.8923	99.9023	99.9423	99.8346	99.9872	99.9874	99.991	99.9606	99.8947	99.8771	99.9464	99.9208	99.967	99.9882	99.984	99.9575	99.9451	99.9445	99.8834	99.9194	99.9141	99.8831	99.8833	99.8804	99.8826	99.8804	99.9901	99.9902	99.9924	99.9907	99.9412	99.9405	99.9666	99.9688	99.9667	99.966	99.9661	99.9628	99.9056	99.8279	99.9211	99.9161	99.9283	99.8422
C303-S_MI-2013-CS-ST222	99.9181	99.9266	99.9484	99.9161	99.921	99.8977	99.9424	99.9164	99.9249	99.9053	99.9249	99.9521	99.9512	99.9241	99.9423	99.8296	99.9436	99.9512	99.9207	99.9277	99.9474	99.9598	99.9169	99.8989	99.9392	99.9495	99.9498	99.9199	99.9535	99.9472	99.951	99.9212	99.9509	99.8715	99.8738	99.9474	99.9375	99.9439	99.9394	99.8742	99.9394	99.8958	99.9333	99.8684	99.8988	99.9904	99.9502	99.9417	99.8992	99.9008	99.9522	99.9222	99.8887	99.9273	100	99.9164	99.9321	99.9222	99.9281	99.9249	99.9258	99.8776	99.9562	99.9271	99.9682	99.9392	99.9272	99.9252	99.9243	99.9509	99.9473	99.9259	99.9207	99.9232	99.9261	99.9359	99.9239	99.922	99.9244	99.8931	99.9256	99.9475	99.9536	99.9282	99.8876	99.924	99.9464	99.9286	99.9261	99.9238	99.9278	99.9252	99.9274	99.9188	99.9191	99.926	99.9248	99.9207	99.9204	99.9176	99.9197	99.915	99.9222	99.9256	99.9271	99.9261	99.9238	99.9214	99.9267	99.9272	99.9264	99.9222	99.926	99.9249	99.9402	99.9216	99.9486	99.9199	99.9234	99.9695
C304-S_MI-2014-CS-ST222	99.9693	99.9557	99.958	99.9704	99.9593	99.8871	99.9622	99.8994	99.9713	99.9555	99.9706	99.9011	99.96	99.9517	99.9499	99.7281	99.8767	99.9562	99.9242	99.9215	99.8728	99.8359	99.9593	99.8865	99.8357	99.8649	99.9004	99.9005	99.9754	99.8984	99.9068	99.9002	99.9728	99.9112	99.8823	99.9478	99.8955	99.958	99.9247	99.8731	99.9462	99.9031	99.9632	99.9041	99.9127	99.86	99.9396	99.9255	99.936	99.936	99.9588	99.9062	99.9214	99.9548	99.9164	100	99.9622	99.8852	99.9567	99.94	99.9862	99.7738	99.8366	99.9616	99.8604	99.9243	99.9561	99.9527	99.9548	99.9827	99.9577	99.9797	99.8839	99.9029	99.8795	99.9388	99.8795	99.857	99.9788	99.8835	99.9598	99.9583	99.9648	99.9629	99.9423	99.9252	99.9204	99.8736	99.9591	99.9506	99.9587	99.9618	99.9064	99.9674	99.9018	99.8815	99.9469	99.9648	99.9645	99.9627	99.9636	99.9624	99.9546	99.9545	99.956	99.9534	99.9044	99.9046	99.958	99.9586	99.9574	99.982	99.9541	99.9794	99.9589	99.8955	99.9001	99.8933	99.8909	99.8567
C305-S_MI-2015-CS-ST222	99.9549	99.9501	99.9492	99.9611	99.9749	99.9014	99.9541	99.9223	99.9737	99.9437	99.9746	99.8938	99.9474	99.9461	99.9556	99.7168	99.8926	99.945	99.9338	99.9125	99.8935	99.8542	99.95	99.9023	99.8096	99.883	99.8879	99.8918	99.9624	99.918	99.899	99.8924	99.966	99.9025	99.8972	99.9415	99.9046	99.9501	99.9567	99.8712	99.9606	99.9411	99.9654	99.8993	99.9014	99.8506	99.9608	99.9409	99.9662	99.9631	99.9493	99.9344	99.9139	99.9496	99.9321	99.9622	100	99.8792	99.9495	99.974	99.977	99.7628	99.8554	99.9544	99.8509	99.9394	99.9487	99.9514	99.9514	99.9759	99.9671	99.9763	99.8812	99.9011	99.8717	99.9517	99.8948	99.8762	99.9715	99.8818	99.9533	99.9551	99.975	99.9532	99.9466	99.9233	99.9395	99.8817	99.9517	99.9452	99.9537	99.9528	99.9007	99.962	99.8964	99.9005	99.9606	99.9575	99.9574	99.9557	99.9573	99.959	99.9506	99.9475	99.9496	99.9497	99.8989	99.8989	99.9764	99.9766	99.976	99.9758	99.9757	99.9746	99.97	99.8914	99.9011	99.8878	99.8869	99.8519
C306-S_MI-2015-CS-ST222	99.9124	99.9931	99.9954	99.9408	99.9657	99.9014	99.9213	99.8021	99.9621	99.8976	99.9771	99.9159	99.9361	99.8923	99.9307	99.7291	99.8904	99.8954	99.9306	99.8988	99.8888	99.8502	99.985	99.834	99.8045	99.8772	99.859	99.9136	99.9946	99.8289	99.9064	99.915	99.9103	99.9249	99.8958	99.8944	99.885	99.979	99.9034	99.8753	99.9155	99.8517	99.9088	99.9197	99.9267	99.8488	99.8323	99.9321	99.8486	99.8513	99.9962	99.8991	99.9599	99.9902	99.9222	99.8852	99.8792	100	99.9924	99.9108	99.8688	99.7209	99.8404	99.9892	99.8027	99.919	99.9937	99.965	99.9656	99.818	99.9964	99.8143	99.89	99.9029	99.8918	99.8854	99.853	99.8715	99.9386	99.7833	99.9893	99.9637	99.9924	99.9627	99.8951	99.872	99.9449	99.8903	99.9687	99.9894	99.9909	99.962	99.9073	99.9404	99.8471	99.8805	99.8364	99.8835	99.8826	99.8819	99.8837	99.882	99.9928	99.9919	99.9933	99.9918	99.9049	99.9049	99.9628	99.9632	99.9625	99.9601	99.962	99.9604	99.9031	99.792	99.9011	99.8899	99.8917	99.8064
C307-S_MI-2016-CS-ST222	99.9107	99.9974	99.9946	99.9776	99.9693	99.9011	99.8603	99.8762	99.9724	99.8819	99.9817	99.9484	99.9472	99.8922	99.9273	99.7955	99.918	99.8951	99.9295	99.9515	99.921	99.8773	99.985	99.8317	99.8645	99.9126	99.8967	99.9471	99.9949	99.9035	99.9477	99.9476	99.9412	99.9249	99.8924	99.8954	99.933	99.9779	99.902	99.8739	99.8675	99.8512	99.9075	99.9143	99.9247	99.9085	99.8895	99.9354	99.9131	99.9151	99.9975	99.9692	99.9584	99.9927	99.9281	99.9567	99.9495	99.9924	100	99.9189	99.9445	99.7794	99.9058	99.9926	99.8101	99.9841	99.9949	99.9688	99.9693	99.8648	99.9956	99.8884	99.9208	99.9338	99.9261	99.8852	99.8974	99.9049	99.9453	99.8389	99.9921	99.9656	99.9937	99.9658	99.894	99.8794	99.9461	99.9209	99.9683	99.9923	99.9885	99.9623	99.9488	99.9786	99.8877	99.9238	99.8996	99.8877	99.8881	99.8845	99.8864	99.8843	99.9937	99.9934	99.9958	99.994	99.9453	99.9444	99.9716	99.9725	99.9701	99.9688	99.9713	99.9676	99.9043	99.8318	99.9197	99.92	99.9325	99.838
C308-S_MI-2016-CS-ST222	99.8671	99.9177	99.92	99.9237	99.9668	99.895	99.8804	99.9221	99.9562	99.9049	99.9718	99.962	99.9211	99.8582	99.9203	99.7752	99.9583	99.8574	99.9129	99.93	99.9623	99.9084	99.9441	99.8128	99.8553	99.9603	99.9043	99.9627	99.9148	99.9568	99.9627	99.9641	99.9107	99.8948	99.8928	99.8575	99.9815	99.9419	99.9201	99.8426	99.912	99.8278	99.8837	99.9057	99.8935	99.8779	99.8885	99.9464	99.9494	99.9475	99.9182	99.9109	99.8834	99.9174	99.9249	99.94	99.974	99.9108	99.9189	100	99.9499	99.7547	99.8997	99.9609	99.8427	99.935	99.9173	99.9565	99.9567	99.8613	99.9422	99.864	99.9519	99.9532	99.8984	99.8652	99.9516	99.9494	99.9331	99.9089	99.959	99.9598	99.9884	99.9284	99.8503	99.953	99.9189	99.9748	99.9351	99.9142	99.9644	99.9238	99.9632	99.9223	99.9262	99.9599	99.8714	99.893	99.893	99.8919	99.8935	99.8933	99.9168	99.9155	99.9172	99.9154	99.9595	99.9602	99.9669	99.9937	99.966	99.9657	99.9655	99.9906	99.8943	99.8613	99.9551	99.9268	99.96	99.863
C309-S_MI-2016-CS-ST222	99.9796	99.9414	99.9684	99.9569	99.9949	99.8968	99.9496	99.9197	99.9819	99.9425	99.9815	99.8848	99.9701	99.938	99.9552	99.7134	99.8856	99.9414	99.9268	99.9055	99.886	99.8728	99.9705	99.9209	99.8216	99.8744	99.8846	99.8872	99.9591	99.9335	99.8908	99.8876	99.9575	99.8985	99.8949	99.9329	99.8986	99.9664	99.9572	99.861	99.9819	99.9131	99.976	99.9141	99.8966	99.8457	99.9488	99.9612	99.9436	99.9409	99.9432	99.9141	99.9098	99.9408	99.9258	99.9862	99.977	99.8688	99.9445	99.9499	100	99.7582	99.8398	99.9462	99.847	99.9325	99.9431	99.9409	99.9395	99.9663	99.9662	99.97	99.8698	99.8844	99.8657	99.9483	99.9114	99.8943	99.9901	99.8725	99.9483	99.9695	99.9736	99.9499	99.9298	99.9099	99.9323	99.8842	99.9461	99.9364	99.9554	99.9482	99.893	99.9538	99.9117	99.916	99.9328	99.9752	99.9747	99.9735	99.9744	99.9736	99.9406	99.9391	99.9415	99.9395	99.8901	99.8909	99.9935	99.9953	99.9947	99.9941	99.9929	99.9903	99.9776	99.9086	99.8865	99.8823	99.8769	99.8403
C310-S_MI-2017-CS-ST222	99.8094	99.7781	99.7846	99.7998	99.8342	99.7648	99.8242	99.6509	99.8426	99.7451	99.8485	99.8516	99.77	99.7955	99.7606	99.7949	99.828	99.7956	99.7412	99.7903	99.8254	99.8754	99.8347	99.7348	99.817	99.7804	99.7922	99.8491	99.7945	99.6311	99.8508	99.8487	99.6821	99.7905	99.7555	99.7907	99.8332	99.8115	99.7455	99.6862	99.7687	99.7536	99.8041	99.78	99.7911	99.8437	99.7285	99.7984	99.7348	99.7329	99.7767	99.7359	99.749	99.7787	99.8776	99.7738	99.7628	99.7209	99.7794	99.7547	99.7582	100	99.8819	99.8378	99.8765	99.7481	99.7798	99.8318	99.8314	99.721	99.7818	99.7438	99.76	99.8392	99.7389	99.7888	99.759	99.7873	99.7693	99.6115	99.8342	99.8092	99.8399	99.7873	99.7879	99.6458	99.7517	99.8348	99.779	99.7336	99.8304	99.7934	99.8494	99.7991	99.7499	99.8267	99.7344	99.7835	99.7847	99.7823	99.7834	99.7816	99.7825	99.7823	99.7821	99.781	99.8503	99.8499	99.8365	99.837	99.8362	99.8342	99.8342	99.8323	99.7993	99.7893	99.8217	99.7788	99.8131	99.852
C311-S_MI-2018-CS-ST222	99.9232	99.9065	99.9085	99.9183	99.9219	99.8434	99.9132	99.8309	99.9239	99.8946	99.9398	99.9192	99.917	99.899	99.9078	99.8364	99.9033	99.8992	99.8727	99.855	99.8991	99.9509	99.9101	99.8389	99.9418	99.8425	99.921	99.9168	99.921	99.7392	99.9158	99.917	99.8065	99.8534	99.7733	99.8917	99.9286	99.9092	99.8799	99.8199	99.8983	99.9054	99.9349	99.77	99.8584	99.9766	99.7521	99.8738	99.7638	99.7627	99.8987	99.8303	99.8687	99.9072	99.9562	99.8366	99.8554	99.8404	99.9058	99.8997	99.8398	99.8819	100	99.8985	99.9707	99.7832	99.8245	99.8977	99.8991	99.8331	99.9195	99.849	99.8274	99.9197	99.9014	99.9179	99.8476	99.9109	99.9172	99.7603	99.8971	99.9066	99.9259	99.9175	99.9248	99.8026	99.8886	99.8874	99.8235	99.9026	99.9181	99.9142	99.9179	99.9187	99.847	99.9122	99.7615	99.9096	99.909	99.9075	99.9088	99.9092	99.9087	99.9055	99.9092	99.9066	99.9174	99.9183	99.9226	99.9227	99.924	99.9235	99.9237	99.922	99.9321	99.8647	99.9041	99.86	99.9101	99.882
C312-S_MI-2018-CS-ST222	99.9848	99.9889	99.992	99.9805	99.9691	99.8991	99.9782	99.9122	99.9735	99.9715	99.982	99.9468	99.9691	99.9669	99.9598	99.7855	99.9169	99.9667	99.9421	99.9433	99.9192	99.8747	99.9835	99.8985	99.884	99.9107	99.9345	99.9462	99.9906	99.9047	99.948	99.9461	99.9406	99.9232	99.8944	99.9638	99.9376	99.9712	99.9336	99.8883	99.9635	99.9137	99.9816	99.9167	99.9227	99.9259	99.9623	99.9339	99.9234	99.9249	99.9925	99.9656	99.9571	99.9879	99.9271	99.9616	99.9544	99.9892	99.9926	99.9609	99.9462	99.8378	99.8985	100	99.9237	99.9836	99.992	99.9683	99.9689	99.9715	99.9916	99.9688	99.9195	99.9416	99.8965	99.9562	99.9175	99.9005	99.9619	99.885	99.9944	99.9685	99.9963	99.9786	99.9589	99.9334	99.9628	99.9114	99.9924	99.9881	99.9918	99.9784	99.9483	99.9804	99.9166	99.9219	99.9673	99.9574	99.958	99.9528	99.9566	99.9551	99.9889	99.9908	99.9901	99.9889	99.9455	99.9451	99.9677	99.9683	99.9678	99.9656	99.9654	99.9626	99.9748	99.9086	99.9422	99.9393	99.9325	99.927
C313-S_MI-2018-CS-ST222	99.8996	99.8684	99.8641	99.8758	99.9255	99.8573	99.9424	99.7946	99.9294	99.8759	99.9401	99.9406	99.9157	99.8915	99.8544	99.8584	99.9163	99.8886	99.8424	99.8773	99.9182	99.9645	99.9236	99.8236	99.9175	99.9044	99.8743	99.9324	99.8827	99.7584	99.9427	99.9397	99.7747	99.8869	99.8522	99.8846	99.93	99.9224	99.833	99.8398	99.852	99.8536	99.8981	99.8761	99.8833	99.9453	99.7968	99.8919	99.8239	99.8238	99.8643	99.7866	99.8354	99.8647	99.9682	99.8604	99.8509	99.8027	99.8101	99.8427	99.847	99.8765	99.9707	99.9237	100	99.7993	99.8661	99.9262	99.9228	99.8341	99.8664	99.8315	99.8523	99.9379	99.864	99.8818	99.8592	99.9101	99.87	99.7805	99.9191	99.892	99.9189	99.8887	99.8877	99.8135	99.852	99.9223	99.8778	99.8642	99.9123	99.8872	99.9403	99.8731	99.8981	99.913	99.8018	99.8703	99.8724	99.8714	99.8716	99.8694	99.8657	99.8662	99.8609	99.8642	99.9382	99.9359	99.9205	99.9225	99.9215	99.921	99.9211	99.9178	99.8891	99.8798	99.9372	99.8824	99.9302	99.9427
C314-S_MI-2018-CS-ST222	99.8996	99.9895	99.9889	99.9322	99.9854	99.913	99.9129	99.8764	99.9779	99.8912	99.9919	99.8852	99.9302	99.8872	99.9249	99.7272	99.883	99.8874	99.9244	99.9199	99.882	99.8364	99.9779	99.8473	99.8227	99.8123	99.8583	99.8856	99.9855	99.8583	99.9103	99.8861	99.918	99.9176	99.905	99.8901	99.8928	99.9641	99.9233	99.8694	99.9294	99.8877	99.9078	99.9077	99.9174	99.8779	99.8968	99.9506	99.9184	99.921	99.9859	99.9853	99.9519	99.9866	99.9392	99.9243	99.9394	99.919	99.9841	99.935	99.9325	99.7481	99.7832	99.9836	99.7993	100	99.898	99.9547	99.9531	99.8489	99.9845	99.8528	99.8459	99.9039	99.8368	99.8803	99.8105	99.8639	99.9558	99.8256	99.9775	99.9767	99.9915	99.9534	99.9004	99.8709	99.9555	99.8492	99.9535	99.9799	99.9797	99.9522	99.909	99.9309	99.8018	99.9053	99.8841	99.8979	99.8961	99.8966	99.8971	99.8969	99.9871	99.9816	99.9826	99.9835	99.9056	99.9088	99.9826	99.9855	99.9811	99.9856	99.9795	99.9823	99.9034	99.7563	99.9011	99.7923	99.8954	99.8392
C315-S_MI-2018-CS-ST222	99.9098	99.9965	99.9949	99.946	99.9688	99.8998	99.9215	99.8778	99.9727	99.8963	99.9804	99.9482	99.9461	99.8925	99.9303	99.7949	99.9163	99.8953	99.929	99.9496	99.9218	99.8776	99.9849	99.8326	99.865	99.8402	99.8953	99.9456	99.9934	99.9045	99.9464	99.9481	99.9423	99.9256	99.8296	99.8949	99.9376	99.9778	99.9046	99.8746	99.9135	99.855	99.9077	99.8546	99.9234	99.9101	99.8406	99.9355	99.8577	99.8572	99.9969	99.9402	99.9621	99.9917	99.9272	99.9561	99.9487	99.9937	99.9949	99.9173	99.9431	99.7798	99.8245	99.992	99.8661	99.898	100	99.968	99.9651	99.8874	99.994	99.8846	99.8891	99.9394	99.9205	99.8839	99.8611	99.8972	99.9401	99.8566	99.9912	99.9618	99.992	99.9633	99.8929	99.9008	99.9439	99.8641	99.9053	99.988	99.9878	99.9623	99.949	99.9423	99.8536	99.917	99.8458	99.8802	99.8806	99.8773	99.8788	99.8786	99.9899	99.9889	99.9912	99.9917	99.944	99.9459	99.9663	99.9659	99.9675	99.9668	99.9631	99.9622	99.9016	99.7591	99.9398	99.8499	99.9298	99.8088
